Short,Name,URL
AU,University of Queensland,www.uq.edu.au
AU,University of South Australia,www.unisa.edu.au
AU,University of Southern Queensland,www.usq.edu.au
AU,University of Sydney,www.usyd.edu.au
AU,University of Tasmania,www.utas.edu.au
AU,University of Technology Sydney,www.uts.edu.au
AU,University of the Sunshine Coast,www.usc.edu.au
AU,University of Western Australia,www.uwa.edu.au
AU,University of Western Sydney,www.uws.edu.au
AU,University of Wollongong,www.uow.edu.au
AZ,Academy of Public Administration,www.dia.edu.az
AZ,Azerbaijan Diplomatic Academy,www.ada.edu.az
AZ,Azerbaijan International University,www.abu.az
AZ,Azerbaijan Medical University,www.amu.edu.az
AZ,Azerbaijan National Conservatorie,www.conservatory.az
AZ,Azerbaijan State Economic University,www.aseu.az
AZ,Azerbaijan State Oil Academy,adna.jis.az
AZ,Azerbaijan Technical University,www.aztu.az
AZ,Azerbaijan Technology University,www.aztu.edu.az
AZ,Azerbaijan Toursim Institute,www.tourism.edu.az
AZ,Azerbaijan University,www.au.edu.az
AZ,Azerbaijan University ol Languages,www.adu.edu.az
AZ,Baki Business University,www.bbu.edu.az
AZ,Baku Slavic University,www.bsu-edu.org
AZ,Baku State University,www.bsu.az
AZ,Ganja State University ,www.gsu.az
AZ,Khazar University,www.khazar.org
AZ,Lankaran State University,www.lsu.edu.az
AZ,Nakhchivan Private University,www.az-npu.org
AZ,Nakhchivan State University,www.ndu.edu.az
AZ,National Aviation Academy,www.naa.edu.az
AZ,Odlar Yurdu University,www.oyu.edu.az
AZ,Police Academy,www.pa.edu.az
AZ,Qafqaz University,www.qafqaz.edu.az
AZ,Sumgait State University,www.sdu.edu.az
AZ,Western University,www.wu.edu.az
BA,American University,www.aubih.ba
BA,International Burch University,www.ibu.edu.ba
BA,International University of Sarajevo,www.ius.edu.ba
BA,International University of Travnik,www.iu-travnik.com
BA,Sarajevo Film Academy,www.sfa.ba
BA,Slobomir P Univerzitet,www.spu.ba
BA,University of Banja Luka,www.unibl.org
BA,University of Bihac,www.unbi.ba
BA,University of East Srarajevo,www.unssa.rs.ba
BA,University of Mostar,www.sve-mo.ba
BA,University of Sarajevo,www.unsa.ba
BA,University of Tuzla,www.untz.ba
BA,University of Zenica,www.unze.ba
BA,University Vitez In Travnik,www.unvi.edu.ba
BA,"Univerzitet u Mostaru ""Dzemal Bijedic""",www.unmo.ba
BB,"University of the West Indies, Cave Hill",www.uwichill.edu.bb
BD,Ahsanullah University of Science & Technology,www.aust.edu
BD,American International University - Bangladesh,www.aiub.edu
BD,Asa University Bangladesh,www.asaub.edu.bd
BD,Asian University of Bangladesh,www.aub-bd.org
BD,Atish Dipankar University,www.atishdipankaruniversity.edu.bd
BD,Bangabandhu Sheikh Mujibur Rahman Agricultural University,www.bsmrau.edu.bd
BD,Bangabandhu Sheikh Mujibur Rahman Medical University,www.bsmmu.edu.bd
BD,Bangladesh Agricultural University,www.bau.edu.bd
BD,Bangladesh Open University,www.bou.edu.bd
BD,Bangladesh University,www.bu.edu.bd
BD,Bangladesh University of Business & Technology,www.bubt.edu.bd
BD,Bangladesh University of Engineering and Technology,www.buet.ac.bd
BD,Bangladesh University of Professionals,www.bup.edu.bd
BD,Bangladesh University of Textiles,www.butex.edu.bd
BD,"Begum Rokeya University, Rangpur",www.brur.ac.bd
BD,"BGC Trust University, Bangladesh",www.bgctrustbd.orgbtub
BD,Brac University,www.bracuniversity.net
BD,Chittagong Independent University,www.ciu.edu.bd
BD,Chittagong University of Engineering and Technology,www.cuet.ac.bd
BD,City University,www.cityuniversity.edu.bd
BD,Comilla University,www.cou.ac.bd
BD,Daffodil International University,www.daffodilvarsity.edu.bd
BD,Darul Ihsan University,www.diu.ac.bd
BD,Dhaka International University,www.diu.net.bd
BD,Dhaka University of Engineering and Technology,www.duet.ac.bd
BD,East Delta University,www.eastdelta.edu.bd
BD,Eastern University,www.easternuni.edu.bd
BD,East West University,www.ewubd.edu
BD,"East-West University, Mohakhali",www.ewubd.edu
BD,Green University of Bangladesh,www.green.edu.bd
BD,Hajee Mohammad Danesh Science and Technology University,www.hstu.ac.bd
BD,IBAIS University,www.ibaisuniv.edu.bd
BD,"Independent University, Bangladesh",www.iub.edu.bd
BD,International Culture University ,www.icu-edu.org
BD,International Islamic University Chittagong,www.iiuc.ac.bd
BD,International University of Business Agriculture and Technology,www.iubat.edu
BD,Islamic University Kushtia,www.iu.ac.bd
BD,Islamic University of Technology,www.iutoic-dhaka.edu
BD,Jagannath University,www.jnu.ac.bd
BD,Jahangirnagar University,www.juniv.edu
BD,Jatiya Kabi Kazi Nazrul Islam University,www.jkkniu.edu.bd
BD,Khulna University,www.ku.ac.bd
BD,Khulna University of Engineering And Technology,www.kuet.ac.bd
BD,Leading University,www.lus.ac.bd
BD,Manarat International University,www.manarat.ac.bd
BD,Mawlana Bhashani Science And Technology University,www.mbstu.ac.bd
BD,Metropolitan University,www.metrouni.edu.bd
BD,Military Institute of Science and Technology,www.mist.ac.bd
BD,National University,www.nu.edu.bd
BD,Noakhali University of Science and Technology,www.nstu.edu.bd
BD,North East University Bangladesh,www.neub.edu.bd
BD,Northern University Bangladesh,www.nub.ac.bd
BD,North South University,www.northsouth.edu
BD,Pabna University of Science and Technology,www.pust.ac.bd
BD,Patuakhali Science and Technology University,www.pstu.ac.bd
BD,People's University of Bangladesh,www.pub.ac.bd
BD,Premier University,www.puc.ac.bd
BD,Presidency University,www.presidency.edu.bd
BD,Queens University,www.queensuniversity.edu.bd
BD,Rajshahi University of Engineering and Technology,www.ruet.ac.bd
BD,Shahjalal University of Science and Technology,www.sust.edu
BD,Southeast University,www.seu.ac.bd
BD,Southern University Bangladesh,www.southern.edu.bd
BD,Stamford University,www.stamforduniversity.edu.bd
BD,Sylhet Agricultural University,www.sau.ac.bd
BD,Sylhet Engineering College,www.sec.ac.bd
BD,Sylhet International University,www.siu.edu.bd
BD,United International University,www.uiu.ac.bd
BD,"University of Asia Pacific, Dhanmondi",www.uap-bd.edu
BD,University of Chittagong,www.cu.ac.bd
BD,University of Development Alternative,www.uoda.edu.bd
BD,University of Dhaka,www.du.ac.bd
BD,University of Information Technology & Sciences,www.uits.edu.bd
BD,University of Liberal Arts,www.ulab.edu.bd
BD,University of Rajshahi,www.ru.ac.bd
BD,University of Science & Technology Chittagong,www.ustc.ac.bd
BD,World University of Bangladesh,www.wub.edu
BE,Brexgata University Academy,www.brexgata.eu
BE,Brussels Management School (ICHEC),www.ichec.be
BE,Brussels School of International Studies,www.ukc.ac.ukinternationalbsis
BE,College of Europe,www.coleurope.eu
BE,Continental Theological Seminary,www.ctsem.edu
BE,ECAM - Institut Supérieur Industriel,www.ecam.be
BE,EHSAL - Europese Hogeschool Brussel,www.ehsal.be
BE,Erasmushogeschool Brussel,www.ehb.be
BE,European Carolus Magnus University,www.carolus-magnus-university.eu
BE,European International University,www.europeaniu.org
BE,"Evangelische Theologische Faculteit, Leuven",www.etf.edu
BE,Faculté Polytechnique de Mons,www.fpms.ac.be
BE,Facultés Universitaires Catholiques de Mons,www.fucam.ac.be
BE,Facultés Universitaires Notre-Dame de la Paix,www.fundp.ac.be
BE,Facultés Universitaires Saint-Louis,www.fusl.ac.be
BE,Faculté Universitaire des Sciences Agronomiques de Gembloux,www.fsagx.ac.be
BE,Fondation Universitaire Luxembourgeoise,www.ful.ac.be
BE,Hasselt University,www.uhasselt.be
BE,Hogere Zeevaartschool - Maritime Academy,www.hzs.be
BE,Hogeschool Antwerpen,www.ha.be
BE,"Hogeschool voor Wetenschap en Kunst (VLEKHO), Brussel",www.vlekho.be
BE,Hogeschool voor Wetenschap & Kunst,www.wenk.be
BE,Hogeschool West-Vlaanderen (TU),www.howest.be
BE,Karel De Grote Hogeschool,www.kdg.be
BE,Katholieke Hogeschool Kempen,www.khk.be
BE,Katholieke Hogeschool Leuven,www.khleuven.be
BE,Katholieke Hogeschool Limburg,www.khlim.be
BE,Katholieke Universiteit Brussel,www.kubrussel.ac.be
BE,Katholieke Universiteit Leuven,www.kuleuven.ac.be
BE,"Katholieke Universiteit Leuven, Campus Kortrijk",www.kulak.ac.be
BE,Royal Military Academy,www.rma.ac.be
BE,Thierry Graduate School of Leadership,www.thierryschool.org
BE,United Business Institute,www.ubi.edu
BE,Université Catholique de Louvain,www.ucl.ac.be
BE,Université de Liège,www.ulg.ac.be
BE,Université de Mons-Hainaut,www.umh.ac.be
BE,Universiteit Antwerpen,www.ua.ac.be
BE,Universiteit Antwerpen Management School,www.uams.be
BE,"Universiteit Antwerpen, UFSIA",www.ufsia.ac.be
BE,Universiteit Gent,www.rug.ac.be
BE,Université Libre de Bruxelles,www.ulb.ac.be
BE,Vesalius College,www.vesalius.edu
BE,Vlerick Leuven Gent Management School,www.vlerick.be
BE,Vrije Universiteit Brussel,www.vub.ac.be
BF,Université de Ouagadougou,www.univ-ouaga.bf
BG,"Academy of Economics ""Dimitur A. Tscenov""",www.uni-svishtov.bg
BG,"Academy of Music, Dance and Fine Arts",amti.hit.bg
BG,Agricultural University of Plovdiv,www.au-plovdiv.bg
BG,American University in Bulgaria,www.aubg.bg
BG,Bourgas Free University,www.bfu.bg
BG,"Bourgas University ""Prof. Assen Zlatarov""",www.btu.bg
BG,City University Programs in Bulgaria ,www.cityu.bg
BG,International University College,www.vumk.eu
BG,Medical University of Sofia,www.mu-sofia.bg
BG,Medical University Pleven,www.mu-pleven.bg
BG,Medical University Plovdiv,www.meduniversity-plovdiv.bg
BG,Medical University Varna,www.mu-varna.bg
BG,Military University Shoumen,www.pv-ma.bg
BG,"National Academy for Theatre and Film Arts ""Krustju Sarafov""",www.natfiz.bg
BG,National Academy of Arts,www.nha-bg.org
BG,"National Academy of Music ""Pantcho Vladigerov""",www.nma.bg
BG,National Sports Academy Sofia,www.nsa.bg
BG,New Bulgarian University,www.nbu.bg
BG,"Shoumen University ""Konstantin Preslavski""",www.shu-bg.net
BG,"Sofia University ""St. Kliment Ohridski""",www.uni-sofia.bg
BG,"South-West University ""Neofit Rilski""",www.swu.bg
BG,Technical University of Gabrovo,www.tugab.bg
BG,Technical University of Sofia,www.tu-sofia.bg
BG,Technical University of Varna,www.tu-varna.acad.bg
BG,Trakia University Stara Zagora,www.uni-sz.bg
BG,"University of Architecture, Civil Engineering and Geodesy",www.uacg.bg
BG,University of Chemical Technology and Metallurgy,www.uctm.edu
BG,University of Economics Varna,www.ue-varna.bg
BG,University of Food Technology,www.uft-plovdiv.bg
BG,University of Forestry Sofia,www.ltu.bg
BG,"University of Mining and Geology ""St. Ivan Rils""",www.mgu.bg
BG,University of National and World Economy,www.unwe.acad.bg
BG,University of Plovdiv,www.uni-plovdiv.bg
BG,University of Rousse,www.ru.acad.bg
BG,Varna Free University,www.vfu.bg
BG,"Veliko Turnovo University ""Cyril and Methodius""",www.uni-vt.bg
BH,Al Ahlia University,www.ahliauniversity.org
BH,Ama International University,www.amaiu.edu.bh
BH,Applied Science University,www.asu.edu.bh
BH,Arabian Gulf University,www.agu.edu.bh
BH,Arab Open University,www.aou.org.bh
BH,Bahrain Polytechnic,www.polytechnic.bh
BH,Gulf University College,www.gulfuniversity.net
BH,New York Instiute of Technology,www.nyit.edu.bh
BH,RCSI-Medical University of Bahrain,www.rcsi-mub.com
BH,The Kingdom University,www.ku.edu.bh
BH,University College Bahrain,www.ucb.edu.bh
BH,University of Bahrain,www.uob.edu.bh
BI,Hope Africa University,hopeafricauniversity.org
BI,Université du Burundi,www.ub.edu.bi
BI,Université Lumière de Bujumbura,www.ulbu.bi
BJ,Espam Formation University,www.espam-formationuc.org
BJ,Houdegbe North American University Benin,www.hnaubenin.org
BJ,Université d'Abomey-Calavi (UAC),www.uac.bj
BM,Bermuda College,www.bercol.bm
BN,Institut Teknologi Brunei,www.itb.edu.bn
BN,Universiti Islam Sultan Sharif Ali,www.unissa.edu.bn
BN,University of Brunei Darussalam,www.ubd.edu.bn
BO,Escuela Militar de Ingeniería,www.emi.edu.bo
