DomainName,IPAddress,Latitude,Longitude,DistanceTo,TTL,Time8B,Time64kB
gravatar.com,192.0.80.241,37.7484,-122.4156,9374.32576416622,15,212,
histats.com,174.36.232.136,38.8943,-77.4311,7029.1350527797,15,126,
npr.org,216.35.221.76,38.65,-90.5334,7810.21370208301,19,132,
bloomberg.com,69.191.212.191,40.7588,-73.968,6672.96234510938,16,145,
narod.ru,193.109.246.86,55.7522,37.6156,1451.7630427293,13,73,
blinklist.com,75.101.132.77,39.0335,-77.4838,7021.30043237676,19,135,
kickstarter.com,54.230.200.34,47.542,-122.3123,8380.40754561502,16,49,
google.es,195.95.178.123,44.5132,26.0806,994.996082768249,14,76,
dedecms.com,218.29.186.68,34.6836,113.5325,7493.41234569775,19,348,
google.ca,195.95.178.89,44.5132,26.0806,994.996082768249,14,78,
cpanel.net,208.74.121.51,29.7346,-95.416,8868.48246984529,16,172,
cbsnews.com,170.20.0.19,40.7662,-73.9862,6673.50658907592,14,149,
foxnews.com,92.123.224.35,50.1109,8.68213,599.147476114032,11,48,
eepurl.com,23.6.127.219,52.374,4.8897,847.029646542602,12,57,
bluehost.com,174.37.183.119,47.6061,-122.3318,8374.56706609113,16,202,
apache.org,140.211.11.105,41.8826,-87.6292,7376.94988362507,14,220,
mashable.com,23.219.162.32,42.3626,-71.0843,6375.72552759532,14,147,
nationalgeographic.com,216.146.46.10,42.9885,-71.4652,6352.65549933133,13,133,
whitehouse.gov,23.203.227.166,42.3626,-71.0843,6375.72552759532,14,203,
tripadvisor.com,192.229.182.112,34.0119,-118.4682,9598.78554725025,9,45,
ted.com,52.22.62.233,39.0335,-77.4838,7021.30043237676,18,127,
sfgate.com,174.143.228.153,29.4889,-98.3987,9058.41938289093,18,173,
biglobe.ne.jp,49.129.31.76,35.685,139.7514,8865.16482895238,19,311,
examiner.com,108.166.10.199,29.4889,-98.3987,9058.41938289093,18,152,
disqus.com,104.156.81.134,37.7697,-122.3933,9371.36157572122,11,42,
sphinn.com,208.80.6.168,37.9073,-122.282,9353.39696452318,11,210,
boston.com,185.31.17.153,52.2055,7.54486,665.490402798701,11,37,
techcrunch.com,192.0.79.32,37.7484,-122.4156,9374.32576416622,11,52,
squarespace.com,198.185.159.146,40.5021,-75.3765,6778.45765270839,14,149,
icq.com,178.237.20.20,55.7956,37.5433,1448.38316721012,12,61,
freewebs.com,75.98.17.24,42.4246,-71.2465,6381.05663222635,14,170,
ucoz.ru,217.199.217.120,55.7126,37.679,1454.71804186587,12,51,
independent.co.uk,195.234.240.19,51.5015,-0.190615,1195.46103186004,16,57,
google.nl,195.95.178.89,44.5132,26.0806,994.996082768249,14,76,
reverbnation.com,204.51.171.72,37.7898,-122.3942,9369.35610070507,15,201,
imgur.com,185.31.17.193,52.2055,7.54486,665.490402798701,11,42,
cloudflare.com,198.41.214.162,37.7697,-122.3933,9371.36157572122,10,15,
people.com.cn,180.210.234.56,39.9289,116.3883,7237.08660546647,11,43,
ustream.tv,23.235.37.204,37.7697,-122.3933,9371.36157572122,11,41,
cbslocal.com,192.0.79.33,37.7484,-122.4156,9374.32576416622,11,56,
ycombinator.com,54.230.15.104,47.542,-122.3123,8380.40754561502,15,39,
opensource.org,173.246.99.8,39.2904,-76.6122,6948.1072959443,18,125,
spiegel.de,62.138.116.3,51.65,6.1833,754.841265756223,13,48,
oaic.gov.au,202.4.229.183,-33.8678,151.2073,15883.2500033533,19,334,
businessinsider.com,23.235.37.64,37.7697,-122.3933,9371.36157572122,11,39,
drupal.org,199.27.76.68,37.7697,-122.3933,9371.36157572122,14,131,
last.fm,64.30.224.200,26.1882,-80.1711,8246.91386560614,18,183,
skype.com,111.221.123.232,1.2931,103.8558,9673.33136467083,19,389,
wikia.com,104.156.85.194,37.7697,-122.3933,9371.36157572122,11,41,
webmd.com,208.93.170.15,40.7421,-74.0018,6676.30518741504,13,213,
github.com,192.30.252.130,37.7697,-122.3933,9371.36157572122,13,127,
cbc.ca,2.22.23.82,49.8043,3.23862,985.688273217814,16,143,
shinystat.com,195.210.96.84,44.2976,8.4645,990.253968117696,12,53,
google.com.br,195.95.178.89,44.5132,26.0806,994.996082768249,14,75,
discovery.com,54.173.117.23,39.0335,-77.4838,7021.30043237676,18,134,
google.cn,74.125.133.160,37.4192,-122.0574,9394.68873480664,14,39,
dropbox.com,108.160.172.232,37.7697,-122.3933,9371.36157572122,13,200,
google.pl,195.95.178.96,44.5132,26.0806,994.996082768249,14,74,
ft.com,216.146.46.11,42.9885,-71.4652,6352.65549933133,12,133,
behance.net,74.205.63.94,29.4889,-98.3987,9058.41938289093,18,175,
goodreads.com,176.32.102.208,39.0335,-77.4838,7021.30043237676,19,135,
netvibes.com,193.189.143.34,48.868,2.36642,1075.60025839072,13,50,
marketwatch.com,205.203.139.53,40.749,-73.9865,6674.84248924571,19,154,
sitemeter.com,63.135.90.236,34.0995,-118.4143,9587.8539145983,19,152,
ftc.gov,216.128.241.174,33.3413,-112.0598,9388.55535704226,15,212,
quantcast.com,192.184.70.150,37.7758,-122.4128,9371.44643286157,13,142,
economist.com,216.239.34.21,37.4192,-122.0574,9394.68873480664,19,34,
nydailynews.com,104.156.81.64,37.7697,-122.3933,9371.36157572122,11,37,
zdnet.com,50.112.160.88,45.7788,-119.529,8464.88012401601,19,205,
meetup.com,104.16.28.30,37.7697,-122.3933,9371.36157572122,10,15,
chicagotribune.com,192.187.77.17,41.9288,-87.6315,7373.23194939107,14,158,
theatlantic.com,192.33.31.52,37.4192,-122.0574,9394.68873480664,11,43,
google.com.au,195.95.178.117,44.5132,26.0806,994.996082768249,14,76,
pagesperso-orange.fr,193.252.122.54,48.8311,2.26625,1083.86460392755,16,46,
friendfeed.com,173.252.88.66,37.459,-122.1781,9395.05470078656,19,158,
ehow.com,23.227.11.12,34.0256,-118.4716,9597.55659181381,17,212,
patch.com,50.56.4.27,29.4889,-98.3987,9058.41938289093,18,157,
com.com,208.73.211.81,34.0453,-118.2413,9586.21350793184,18,165,
slashdot.org,216.34.181.45,38.65,-90.5334,7810.21370208301,16,162,
columbia.edu,128.59.105.24,40.8006,-73.9653,6669.59644115546,17,143,
elegantthemes.com,192.124.249.9,33.6831,-117.17,9578.02054349353,10,35,
utexas.edu,128.83.40.147,30.2961,-97.7369,8948.30594630894,15,194,
yale.edu,130.132.35.53,41.3094,-72.924,6567.23479592363,14,153,
marriott.com,184.85.66.150,42.3626,-71.0843,6375.72552759532,11,211,
bigcartel.com,66.209.77.199,36.0781,-115.2124,9259.46606317363,14,213,
jigsy.com,70.33.222.6,49.3163,-124.3194,8262.40565657567,16,211,
hubpages.com,141.101.127.243,37.7802,-122.391,9370.2140074783,10,21,
purevolume.com,69.80.200.244,38.7439,-121.2558,9231.55982565443,18,220,
umn.edu,134.84.119.107,44.9759,-93.2166,7410.99361392004,18,147,
so-net.ne.jp,210.139.248.1,34.8177,139.062,8912.69757724881,19,314,
wikispaces.com,208.43.192.33,32.7813,-96.802,8672.11064829265,16,168,
cargocollective.com,64.49.225.181,29.4889,-98.3987,9058.41938289093,18,181,
jiathis.com,210.14.139.144,39.9289,116.3883,7237.08660546647,19,417,
usnews.com,208.77.248.169,38.9599,-77.3428,7018.57876950114,19,243,
xing.com,109.233.157.1,53.5557,9.98808,550.777783539483,11,39,
flavors.me,85.133.69.198,51.5144,-0.0941,1188.68876967568,14,47,
edublogs.org,104.16.0.23,37.7697,-122.3933,9371.36157572122,10,17,
lycos.com,209.202.251.2,42.403,-71.259,6383.42307157126,17,149,
thetimes.co.uk,143.252.148.217,51.541,-0.143901,1191.89408227437,15,41,
example.com,93.184.216.34,42.1508,-70.8228,6375.38107892051,13,135,
shareasale.com,104.16.127.51,37.7697,-122.3933,9371.36157572122,10,15,
biblegateway.com,50.16.229.208,39.0335,-77.4838,7021.30043237676,19,146,
is.gd,104.28.29.76,37.7697,-122.3933,9371.36157572122,10,16,
g.co,195.95.178.117,44.5132,26.0806,994.996082768249,14,86,
storify.com,54.230.12.50,47.542,-122.3123,8380.40754561502,15,38,
ucoz.com,213.174.157.200,39.0335,-77.4838,7021.30043237676,12,126,
gizmodo.com,104.156.85.129,37.7697,-122.3933,9371.36157572122,11,45,
psu.edu,146.186.157.8,40.8077,-77.8614,6904.05258215625,18,134,
reference.com,66.235.120.211,37.8113,-122.3008,9363.80492713966,17,128,
sun.com,156.151.59.35,37.5331,-122.2471,9390.0537662545,14,199,
devhub.com,166.78.40.223,29.4889,-98.3987,9058.41938289093,18,203,
artisteer.com,69.167.177.19,42.7257,-84.636,7141.95698258505,15,184,
answers.com,67.196.156.65,40.8221,-74.4564,6697.87503295537,14,135,
t-online.de,62.153.159.92,49.8647,8.62546,610.14962213012,10,49,
1und1.de,217.160.72.6,50.0748,8.75573,595.024378519465,9,35,
ask.com,66.235.120.127,37.8113,-122.3008,9363.80492713966,16,127,
springer.com,62.50.45.35,52.782,-0.169098,1190.91767113284,11,57,
canalblog.com,195.137.184.103,43.6134,1.08126,1456.81681413311,13,50,
timesonline.co.uk,143.252.148.211,51.541,-0.143901,1191.89408227437,15,42,
smugmug.com,52.4.71.155,39.0335,-77.4838,7021.30043237676,18,136,
wufoo.com,75.98.93.66,37.3961,-121.9617,9393.53191348664,13,210,
domainmarket.com,174.137.132.100,40.7276,-73.6344,6654.96044062534,12,135,
odnoklassniki.ru,217.20.147.94,55.6807,37.6678,1453.29705614928,11,65,
twitpic.com,173.236.110.98,41.8825,-87.6441,7377.77622675996,18,160,
home.pl,212.85.96.1,53.4328,14.556,309.30569276041,11,18,
google.ru,195.95.178.123,44.5132,26.0806,994.996082768249,14,75,
newyorker.com,104.156.81.239,37.7697,-122.3933,9371.36157572122,11,48,
blogs.com,190.93.244.47,37.3394,-121.895,9396.82870037617,10,15,
sciencedirect.com,198.81.200.2,39.6182,-84.2488,7374.11361197032,15,157,
hibu.com,72.21.92.49,34.0119,-118.4682,9598.78554725025,13,133,
cyberchimps.com,69.16.195.23,42.7257,-84.636,7141.95698258505,15,160,
google.com.hk,195.95.178.110,44.5132,26.0806,994.996082768249,14,68,
craigslist.org,208.82.238.129,37.7607,-122.4842,9375.55085923441,14,205,
zimbio.com,104.156.85.175,37.7697,-122.3933,9371.36157572122,11,37,
chronoengine.com,72.52.217.124,42.7257,-84.636,7141.95698258505,15,160,
java.com,104.86.190.240,52.374,4.8897,847.029646542602,15,95,
cisco.com,72.163.4.161,37.425,-121.946,9390.03279976852,17,170,
4shared.com,204.155.149.31,32.8343,-97.2289,8690.71852707924,15,172,
studiopress.com,72.10.35.80,34.0202,-118.3928,9594.89049004806,18,197,
printfriendly.com,104.154.39.167,37.4192,-122.0574,9394.68873480664,16,139,
mlb.com,209.102.213.14,40.7871,-74.3291,6692.81256254149,19,171,
omniture.com,66.235.132.91,40.3245,-111.9618,8708.95131484954,15,196,
princeton.edu,140.180.223.22,40.3756,-74.6597,6744.63086256663,18,147,
fotki.com,185.12.236.31,59.4422,24.8318,1049.29627189658,15,66,
comcast.net,69.252.80.75,39.934,-74.7485,6784.1914900712,13,143,
chron.com,174.143.228.153,29.4889,-98.3987,9058.41938289093,18,172,
wp.com,192.0.78.25,37.7484,-122.4156,9374.32576416622,11,59,
merriam-webster.com,38.69.47.251,41.8826,-87.6292,7376.94988362507,16,148,
indiegogo.com,50.56.16.232,29.4889,-98.3987,9058.41938289093,18,153,
ox.ac.uk,129.67.242.155,51.7158,-1.2925,1269.51366132198,19,46,
mapy.cz,77.75.77.138,50.0715,14.4009,218.186419613173,18,44,
csmonitor.com,50.57.23.79,29.4889,-98.3987,9058.41938289093,18,148,
tamu.edu,165.91.22.70,30.6521,-96.341,8838.24122728692,18,201,
rediff.com,23.219.163.32,42.3626,-71.0843,6375.72552759532,15,149,
toplist.cz,88.86.101.2,50.7931,15.0365,143.981714065927,13,59,
yellowpages.com,208.93.105.173,34.1526,-118.2645,9576.46212550209,12,137,
tiny.cc,192.241.240.89,40.749,-73.9865,6674.84248924571,16,133,
netlog.com,77.73.178.49,51.0535,3.72364,928.533693395808,11,46,
oakley.com,162.209.69.253,29.4889,-98.3987,9058.41938289093,18,168,
hostgator.com,159.253.147.8,52.374,4.8897,847.029646542602,15,41,
nymag.com,23.235.37.204,37.7697,-122.3933,9371.36157572122,11,41,
blogtalkradio.com,8.14.83.67,40.0721,-74.2069,6740.352246049,16,145,
unblog.fr,87.98.153.48,50.6917,3.20014,969.76126550313,12,45,
vinaora.com,66.147.240.159,40.2181,-111.6133,8704.42777148547,14,189,
msu.edu,35.9.15.49,42.7283,-84.4882,7133.49711030626,15,157,
aboutads.info,198.101.197.43,29.4889,-98.3987,9058.41938289093,18,168,
seattletimes.com,54.231.176.147,45.7788,-119.529,8464.88012401601,19,205,
dyndns.org,204.13.248.116,43.0079,-71.495,6353.03344991367,14,142,
123-reg.co.uk,94.136.40.129,53.7839,-1.57344,1291.86043241579,15,49,
sbwire.com,148.163.88.134,36.7889,-114.1431,9144.61231765058,11,208,
acquirethisname.com,69.64.157.84,47.6727,-122.1873,8363.27416001115,12,210,
pen.io,104.31.200.4,37.7697,-122.3933,9371.36157572122,10,23,
woothemes.com,192.0.66.3,37.7484,-122.4156,9374.32576416622,11,63,
scientificamerican.com,64.106.177.144,40.7209,-74.0468,6680.67696495654,15,145,
themeforest.net,23.33.1.231,52.374,4.8897,847.029646542602,10,61,
spotify.com,194.132.197.147,34.5098,135.441,8758.49479142539,17,46,
cam.ac.uk,131.111.150.25,52.2124,0.1534,1168.23267080064,19,47,
bloglovin.com,194.0.59.30,59.3243,18.0754,916.813303813846,17,57,
ihg.com,184.50.171.213,52.374,4.8897,847.029646542602,10,36,
